id,gender,age,time,score,penalty,status,member1country,member1firstname,member1lastname,member2country,member2firstname,member2lastname,member3country,member3firstname,member3lastname
1,men,open,23:59:59,1,0,finished,AUS,David,Rowlands,AUS,James,Russell
2,mixed,open,23:59:59,1,0,finished,AUS,David,Ellis,AUS,John,Nitschke,AUS,Vanessa,Walker
3,women,open,23:59:59,1,0,finished,AUS,Christine,O'Keefe,AUS,Jenny,Casanova
