name;penalty;score;km;time;gender;age;id;member1firstname;member1lastname;member1country;member2firstname;member2lastname;member2country;member3firstname;member3lastname;member3country;status
;0;4400;90.3;23:51:43;men;open;209;Greig;HAMILTON;NZL;Chris;FORNE;NZL
;0;3880;80.8;23:32:41;mixed;open;44;Rob;PRESTON;AUS;Kathryn;PRESTON;AUS
;0;3650;79.8;23:58:54;men;open;115;Nicholas;MULDER;RSA;Shane;THROWER;NZL
;0;3570;80.8;23:43:20;men;veteran;326;Oleg;KALININ;RUS;Andrey;SHVEDOV;RUS
;0;3520;74.7;23:39:00;men;open;223;Tim;FARRANT;NZL;Tane;CAMBRIDGE;NZL
;0;3500;75.4;22:56:51;men;veteran;56;Rob;WALTER;AUS;Paul;CUTHBERT;AUS
;0;3350;70.6;23:39:17;men;veteran;158;Phil;WOOD;NZL;Rob;JARVIS;NZL
;0;3300;72.6;23:35:47;men;open;280;Serge;KUROV;AUS;Tim;BOOTE;AUS
;0;3270;67.4;23:37:34;men;veteran;250;Andre;MORKEL;AUS;Paul;WILLIAMS;AUS
;0;3250;70.4;23:45:36;men;open;172;David;WILLIAMS;AUS;Ronnie;TAIB;AUS
;0;3240;66.0;23:17:54;mixed;open;187;Grace;CRANE;AUS;Matthew;CRANE;AUS
;0;3210;74.2;23:16:23;women;open;164;Georgia;WHITLA;NZL;Lara;PRINCE;NZL
;0;3210;68.6;23:45:07;men;veteran;145;Bruce;ARTHUR;AUS;Craig;FEUERHERDT;AUS
;0;2970;68.1;23:55:31;men;veteran;296;Ben;CORRY;AUS;Shane;LEWIS;AUS
;0;2930;67.1;23:34:09;men;veteran;39;Matt;BIXLEY;NZL;Martin;LUKES;NZL
;0;2930;71.3;23:53:47;men;veteran;247;Jan;TOJNAR;CZE;Miroslav;SEIDL;CZE
;0;2900;60.7;23:19:40;men;youth;205;Jackson;BURSILL;AUS;Nick;MONTGOMERY;AUS
;0;2900;67.7;23:30:50;men;superveteran;108;Rod;GRAY;AUS;Geoff;LAWFORD;AUS
;0;2870;63.0;23:54:39;men;superveteran;180;Mike;HOTCHKIS;AUS;Neil;HAWTHORNE;AUS
;0;2740;62.5;23:38:10;men;open;207;Paul;GUARD;AUS;Tony;SCOTT;AUS
;0;2690;61.0;23:40:02;women;open;202;Katie;BOLT;NZL;Emily;FORNE;NZL
;0;2690;57.9;23:56:08;mixed;veteran;31;Andrew;SMITH;NZL;Toni;BACHVAROVA;NZL
;0;2680;62.7;23:43:57;men;superveteran;215;David;ROWLANDS;AUS;James;RUSSELL;AUS
;0;2670;61.5;23:37:28;men;open;185;Robb;SIMPSON;NZL;Nick;HARRIS;NZL
;0;2650;63.7;23:20:51;mixed;open;218;Jacobus;VAN ZYL;RSA;Janneke;LEASK;RSA
;0;2650;58.0;23:35:44;mixed;veteran;171;Andrew;HAIGH;AUS;Nicole;HAIGH;AUS
;0;2650;57.4;23:41:37;mixed;veteran;100;Aigars;ACTINS;LAT;Ilze;LAPINA;LAT
;0;2600;60.6;23:21:08;mixed;open;81;Kieran;MACDONELL;AUS;Clare;LONERGAN;AUS
;0;2590;62.0;23:38:29;women;veteran;162;Nina;MIKHEEVA;RUS;Marina;GALKINA;RUS
;0;2590;62.0;23:51:07;mixed;superveteran;124;Uldis;PEKUSS;LAT;Velga;BUSA;LAT
;0;2580;56.0;23:33:00;men;veteran;310;Timothy;SIKMA;AUS;Grant;PEPPER;AUS
;0;2580;58.5;23:34:23;women;open;57;Gill;FOWLER;AUS;Jess;BAKER;AUS
;0;2570;54.1;23:05:39;men;superveteran;9;Andy;MACQUEEN;AUS;Ian;BROWN;AUS
;0;2550;58.7;23:22:06;mixed;veteran;249;Lauri;LEPPIK;EST;Lea;LEPPIK;EST
;0;2550;68.3;23:42:54;mixed;youth;311;Volodymyr;BEZDITNIY;UKR;Sergey;NAGORNYUK;UKR;Anastasia;BASYUK;UKR
;0;2530;58.3;23:31:22;men;veteran;13;Gary;CARROLL;AUS;Owen;HORTON;AUS
;0;2520;58.9;23:44:37;men;veteran;179;Steve;COOPER;AUS;David;NICOLSON;AUS
