id;name;gender;age;member1lastname;member1firstname;member1country;member2lastname;member2firstname;member2country;member3lastname;member3firstname;member3country;member4lastname;member4firstname;member4country;member5lastname;member5firstname;member5country;time;original_score;penalty;score;status
207;Walkie-Talkie X;mixed;open;Käsik;Rene;EST;Lumi;Paul;EST;Poopuu;Anu;EST;;;;;;;23:28:16;1720;0;1720;
605;HP-Sport Team;women;youth;Leht;Elina-Emiilie;EST;Pajuste;Helis;EST;;;;;;;;;;23:05:15;1680;0;1680;
305;el Viejito y el Gordito;men;veteran;Loré Barraguer;Carles;ESP;Soro Martí;Miquel;ESP;;;;;;;;;;23:44:13;1680;0;1680;
164;EusCat Hino;women;open;Carretero;Miriam;ESP;Ovejero Dueñas;Inma;ESP;;;;;;;;;;23:50:16;1670;0;1670;
324;TROTAMUNDOS;men;veteran;Fernández Liria;Pablo;ESP;Fernández Liria;Cristóbal;ESP;Fuente;Fernando Miguel;ESP;;;;;;;23:19:04;1660;0;1660;
332;WV Devil Hill Trolls;women;veteran;Törmikoski;Tarja;FIN;Vuorenpaa;Virva;FIN;;;;;;;;;;23:29:36;1650;0;1650;
608;Up-and-Run;mixed;youth;Botalov;Andrei;RUS;Loshkareva;Evgeniia;RUS;;;;;;;;;;22:48:04;1620;0;1620;
188;KEKS INKIETS;mixed;open;Monteis Codina;Carles;ESP;Sitjá Mir;Núria;ESP;Vila Blanch;Francesc;ESP;;;;;;;23:40:18;1620;0;1620;
155;Teply Stan;men;open;Arzumanov;Alexey;RUS;Kolesov;Sergey;RUS;Roshchin;Roman;RUS;;;;;;;19:32:14;1600;0;1600;
409;VN-Ch;men;superveteran;SUIRKESOV;SERGEY;RUS;Vekshin;Yuriy;RUS;;;;;;;;;;23:00:07;1600;0;1600;
180;COBi Amurrio;mixed;open;Gómez Iturrate;Nuria;ESP;Monasterio Campillo;Mikel;ESP;;;;;;;;;;23:45:49;1600;0;1600;
105;Astur Extrem - corremontes.es;men;open;Montes Garcia;Roberto;ESP;Montes Marcos;Roberto;ESP;;;;;;;;;;23:55:19;1600;0;1600;
404;Lev Hasharon Menashe;men;superveteran;segal;davidi;ISR;Wollstein;Danni;ISR;;;;;;;;;;23:45:33;1570;0;1570;
150;RI PALMA47;men;open;GARCÍA GAMARRA;PABLO;ESP;MENENDEZ SUAREZ;ALEJANDRO;ESP;;;;;;;;;;23:36:42;1560;0;1560;
503;Ostrov;mixed;ultraveteran;Orlov;Alexander;RUS;Semenova;Galina;RUS;;;;;;;;;;23:41:15;1560;0;1560;
303;CD Norte a Sur Estella;men;veteran;AGUINAGA IZA;OSCAR;ESP;Teruel;Francisco;ESP;;;;;;;;;;23:33:59;1550;0;1550;
410;Kangdjoktjo;women;superveteran;Hajkova;Vera;CZE;Setinkova;Zuzana;CZE;;;;;;;;;;23:36:51;1540;0;1540;
197;SHAMIRA;mixed;open;Puime Lopez;Candela;ESP;Rodriguez Dominguez;Maikel;ESP;;;;;;;;;;23:39:41;1540;0;1540;
405;Moscow-Petersburg-SV;men;superveteran;KOMIN;IGOR;RUS;Kopelevich;Aleksandr;RUS;ZHEGUSOV;OLEG;RUS;;;;;;;23:19:25;1530;0;1530;
301;Basajaun 3 COBi;men;veteran;BOVEDA OTEGI;ALBERTO;ESP;Pikaza Díaz de Lezana;Jon Ander;ESP;;;;;;;;;;23:38:01;1530;0;1530;
177;Azimut;mixed;open;Belaskoain Comaposada;Amalur;ESP;Belaskoain Garcia;Ricard;ESP;Ramon;Pau;ESP;;;;;;;23:42:40;1530;0;1530;
340;GoldTeam;mixed;veteran;Zolotykh;Andrey;RUS;Zolotykh;Ekaterina;RUS;;;;;;;;;;23:51:49;1530;0;1530;
350;POUP'RUN;mixed;veteran;MENARD;HELENA;CZE;MENARD;JEROME;FRA;;;;;;;;;;23:53:54;1530;0;1530;
347;Mauersegler Berlin;mixed;veteran;Charlet;Katrin;GER;Charlet;Norbert;GER;;;;;;;;;;23:16:28;1520;0;1520;
168;NonStop Aventura;women;open;cuesta santamaria;mertxe;ESP;Rico Arechaederra;Cristina;ESP;;;;;;;;;;23:19:00;1520;0;1520;
128;INSERT COIN;men;open;Intxaurrandieta Martín;Ianko;ESP;morante septien;julen;ESP;;;;;;;;;;23:47:27;1520;0;1520;
141;NIRVANA RAID;men;open;Ruggiero;Mario;ITA;VILLA;ANDREA;ITA;;;;;;;;;;16:51:06;1510;0;1510;
157;Alchevsk iron;men;open;BAZAROV;Mykola;UKR;Izotov;Andrii;UKR;;;;;;;;;;23:32:03;1490;0;1490;
420;K?PA LR;mixed;superveteran;GRUNDE;LIGITA;LAT;LAVEIKIS;ROLANDS;LAT;;;;;;;;;;23:56:35;1490;0;1490;
300;AROMON RESILIENCIA;men;veteran;BELOSO GARCIA;MANUEL;ESP;FERNANDEZ COSTAS;JOSE LUIS;ESP;;;;;;;;;;23:34:21;1480;0;1480;
603;Go2wiN;men;youth;KOLCHANOV;OLEKSANDR;UKR;LAZAR;VALENTIN;UKR;;;;;;;;;;22:43:29;1470;0;1470;
358;TAKA-X;mixed;veteran;Midrijane;Inese;LAT;Petersons;Janis;LAT;;;;;;;;;;23:23:58;1470;0;1470;
325;Veterinaria Himalaya Los Pollos Hermanos;men;veteran;GARRUES LÓPEZ;JORGE;ESP;ISABA ARAMENDÍA;CARLOS;ESP;;;;;;;;;;23:54:19;1470;0;1470;
102;Aligots Girona Orientació;men;open;Oliveras Ferrer;Sergi;ESP;SANTIAGO GONZALEZ;JOSEP MARIA;ESP;;;;;;;;;;23:42:58;1460;0;1460;
600;BUKOVINA-2;men;youth;Horikhovskiy;Vadym;UKR;Manher;Valentyn;UKR;;;;;;;;;;23:52:36;1460;0;1460;
